

#
# Macro definitions
#
$catalogVersion=catalogVersion(catalog(id[default='outdoors']),version[default='Staged'])[unique=true,default='outdoors:Staged']
$prices=europe1Prices[translator=de.hybris.platform.europe1.jalo.impex.Europe1PricesTranslator]
$baseProduct=baseProduct(code,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))
$supercategories=supercategories(code,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))
$picture=picture(code,$catalogVersion)
$thumbnail=thumbnail(code,$catalogVersion)
$medias=medias(code,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))
$gallery=galleryImages(qualifier,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))


#
# Create variant product type Shoes
#
$impex.legacy.scripting=true;
#%import de.hybris.platform.jalo.type.Type;
#%import de.hybris.platform.jalo.type.TypeManager;
#%import java.util.Collections;
#%import java.util.Map;
#%import de.hybris.platform.jalo.SessionContext;
#%import de.hybris.platform.jalo.JaloSession;
#%import de.hybris.platform.jalo.c2l.C2LManager;
#%import de.hybris.platform.jalo.type.AttributeDescriptor;
#%import de.hybris.platform.jalo.type.JaloDuplicateQualifierException;
#%import de.hybris.platform.variants.jalo.VariantAttributeDescriptor;
#%import de.hybris.platform.variants.jalo.VariantType;
#%import de.hybris.platform.variants.jalo.VariantsManager;

#%Type stringType = TypeManager.getInstance().getType("java.lang.String");
#%Type locStringType = TypeManager.getInstance().getType("localized:java.lang.String");
#%Map emptyDefaultValue = Collections.EMPTY_MAP;
#%SessionContext en = JaloSession.getCurrentSession().createSessionContext();
#%en.setLanguage(C2LManager.getInstance().getLanguageByIsoCode("en"));
#%SessionContext noLang = JaloSession.getCurrentSession().createSessionContext();
#%noLang.setLanguage(null);
#// Shoes
#%VariantType vt = VariantsManager.getInstance().createVariantType("Shoes");
#%vt.getAttributeDescriptor("code").setUnique(true);
#%vt.getAttributeDescriptor("catalogVersion").setUnique(true);
#%vt.setName(en, "Shoe");
#%VariantAttributeDescriptor vad = vt.createVariantAttributeDescriptor("size", stringType, AttributeDescriptor.READ_FLAG + AttributeDescriptor.WRITE_FLAG + AttributeDescriptor.SEARCH_FLAG);
#%vad.setName(en, "Size");
#%vad.setPosition(0);
#%vad = vt.createVariantAttributeDescriptor("color", locStringType, AttributeDescriptor.READ_FLAG + AttributeDescriptor.WRITE_FLAG + AttributeDescriptor.SEARCH_FLAG);
#%vad.setName(en, "Color");
#%vad.setPosition(1);
#%vad.setDefaultValue(noLang, emptyDefaultValue);



INSERT_UPDATE Tax;code[unique=true];name[lang=de];name[lang=en];value;currency(isocode)
;VAT_FULL;MwSt voll;VAT full;19;
;VAT_HALF;MwSt halb;VAT half;7;

INSERT_UPDATE ProductTaxGroup;code[unique=true];name[lang=de];name[lang=en];
;Tax_Full;voller Steuersatz;full tax rate;
;Tax_Half;halber Steuersatz;half tax rate;

INSERT_UPDATE TaxRow;pg(code)[unique=true];tax(code)[unique=true];value;currency(isocode);
;Tax_Full;VAT_FULL;19;
;Tax_Half;VAT_HALF;7;

#
# Create a catalog
#
INSERT_UPDATE Catalog;id[unique=true];name[lang=en];name[lang=de];
;outdoors;Outdoors;Outdoors

#
# Create a catalog version
#
INSERT_UPDATE CatalogVersion;catalog(id)[unique=true];version[unique=true];active;writePrincipals(uid)[default=productmanagergroup];
;outdoors;Staged;true;productmanagergroup,productmanager;
;outdoors;Online;false;productmanagergroup,productmanager;

#
# Create a category
#
INSERT_UPDATE Category;code[unique=true];allowedPrincipals(uid);$catalogVersion;name[lang=de];name[lang=en];description[lang=de];description[lang=en];$supercategories;
;37924450;Shoes;"Kamloops Snow";"Kamloops Snow";pieces;outdoors:Staged;"null";"null";approved;skiing:outdoors:Staged;Tax_Full;"1 pieces = 190.0 USD N";"Kamloops.jpg:outdoors:Staged";"Kamloops.thumbnail.jpg:outdoors:Staged";"Snowboarding Boots";"Snowboarding Boots";37924450-media:outdoors:Staged;
;37924450;Shoes;"Kamloops Snow";"Kamloops Snow";pieces;outdoors:Online;"null";"null";approved;skiing:outdoors:Online;Tax_Full;"1 pieces = 190.0 USD N";"Kamloops.jpg:outdoors:Online";"Kamloops.thumbnail.jpg:outdoors:Online";"Snowboarding Boots";"Snowboarding Boots";37924450-media:outdoors:Online;



;243216;;"Kawartha Snow";"Kawartha Snow";pieces;outdoors:Staged;"null";"null";approved;skiing:outdoors:Staged;Tax_Full;"1 pieces = 82.0 USD N";"Kawartha.jpg:outdoors:Staged";"Kawartha.thumbnail.jpg:outdoors:Staged";"Skiing Helmet";"Skiing Helmet";243216-media:outdoors:Staged;
;243216;;"Kawartha Snow";"Kawartha Snow";pieces;outdoors:Online;"null";"null";approved;skiing:outdoors:Online;Tax_Full;"1 pieces = 82.0 USD N";"Kawartha.jpg:outdoors:Online";"Kawartha.thumbnail.jpg:outdoors:Online";"Skiing Helmet";"Skiing Helmet";243216-media:outdoors:Online;



;9436433;;"Kelowna Snow";"Kelowna Snow";pieces;outdoors:Staged;"null";"null";approved;skiing:outdoors:Staged;Tax_Full;"1 pieces = 38.0 USD N";"Kelowna.jpg:outdoors:Staged";"Kelowna.thumbnail.jpg:outdoors:Staged";"Women's Ski Goggles";"Women's Ski Goggles";9436433-media:outdoors:Staged;
;9436433;;"Kelowna Snow";"Kelowna Snow";pieces;outdoors:Online;"null";"null";approved;skiing:outdoors:Online;Tax_Full;"1 pieces = 38.0 USD N";"Kelowna.jpg:outdoors:Online";"Kelowna.thumbnail.jpg:outdoors:Online";"Women's Ski Goggles";"Women's Ski Goggles";9436433-media:outdoors:Online;



;47638;Shoes;"Mont Tremblant";"Mont Tremblant";pieces;outdoors:Staged;"null";"null";approved;skiing:outdoors:Staged;Tax_Full;"1 pieces = 67.0 USD N";"Mont Tremblant.jpg:outdoors:Staged";"Mont Tremblant.thumbnail.jpg:outdoors:Staged";"Nordic Ski Gloves";"Nordic Ski Gloves";47638-media:outdoors:Staged;
;47638;Shoes;"Mont Tremblant";"Mont Tremblant";pieces;outdoors:Online;"null";"null";approved;skiing:outdoors:Online;Tax_Full;"1 pieces = 67.0 USD N";"Mont Tremblant.jpg:outdoors:Online";"Mont Tremblant.thumbnail.jpg:outdoors:Online";"Nordic Ski Gloves";"Nordic Ski Gloves";47638-media:outdoors:Online;



;464358;Shoes;"Tobermory Snow";"Tobermory Snow";pieces;outdoors:Staged;"null";"null";approved;skiing:outdoors:Staged;Tax_Full;"1 pieces = 148.0 USD N";"Tobermory.jpg:outdoors:Staged";"Tobermory.thumbnail.jpg:outdoors:Staged";"Nordic Ski Boots";"Nordic Ski Boots";464358-media:outdoors:Staged;
;464358;Shoes;"Tobermory Snow";"Tobermory Snow";pieces;outdoors:Online;"null";"null";approved;skiing:outdoors:Online;Tax_Full;"1 pieces = 148.0 USD N";"Tobermory.jpg:outdoors:Online";"Tobermory.thumbnail.jpg:outdoors:Online";"Nordic Ski Boots";"Nordic Ski Boots";464358-media:outdoors:Online;



;639327;;"Lagos Mini Longboard";"Lagos Mini Longboard";pieces;outdoors:Staged;"null";"null";approved;surfing:outdoors:Staged;Tax_Full;"1 pieces = 319.9 USD N";"Lagos.jpg:outdoors:Staged";"Lagos.thumbnail.jpg:outdoors:Staged";"Fiberglass Surfboard";"Fiberglass Surfboard";639327-media:outdoors:Staged;
;639327;;"Lagos Mini Longboard";"Lagos Mini Longboard";pieces;outdoors:Online;"null";"null";approved;surfing:outdoors:Online;Tax_Full;"1 pieces = 319.9 USD N";"Lagos.jpg:outdoors:Online";"Lagos.thumbnail.jpg:outdoors:Online";"Fiberglass Surfboard";"Fiberglass Surfboard";639327-media:outdoors:Online;



;3387293;Shoes;"Abidjan Water";"Abidjan Water";pieces;outdoors:Staged;"<p>Summer's here and beach is calling. Whether you want to surf the waves or just lie in the sand, Abidjan swim trunks look great and feel better.<br></p><p></p>";"<p>Summer's here and beach is calling. Whether you want to surf the waves or just lie in the sand, Abidjan swim trunks look great and feel better.<br></p><p></p>";approved;swimming:outdoors:Staged;Tax_Full;"1 pieces = 38.9 USD N";"Abidjan Red.jpg:outdoors:Staged";"Abidjan Red.thumbnail.jpg:outdoors:Staged";"Swim Trunks";"Swim Trunks";3387293-media:outdoors:Staged;
;3387293;Shoes;"Abidjan Water";"Abidjan Water";pieces;outdoors:Online;"<p>Summer's here and beach is calling. Whether you want to surf the waves or just lie in the sand, Abidjan swim trunks look great and feel better.<br></p><p></p>";"<p>Summer's here and beach is calling. Whether you want to surf the waves or just lie in the sand, Abidjan swim trunks look great and feel better.<br></p><p></p>";approved;swimming:outdoors:Online;Tax_Full;"1 pieces = 38.9 USD N";"Abidjan Red.jpg:outdoors:Online";"Abidjan Red.thumbnail.jpg:outdoors:Online";"Swim Trunks";"Swim Trunks";3387293-media:outdoors:Online;



;96392;Shoes;"Brazzaville";"Brazzaville";pieces;outdoors:Staged;"<p>The Brazzaville bikini really captures that &quot;fun-in-the-sun&quot; feeling. Its made of high quality fabric and comes in tons of colors!<br></p>";"<p>The Brazzaville bikini really captures that &quot;fun-in-the-sun&quot; feeling. Its made of high quality fabric and comes in tons of colors!<br></p>";approved;swimming:outdoors:Staged;Tax_Full;"1 pieces = 52.0 USD N";"Brazzaville Warm.jpg:outdoors:Staged";"Brazzaville Warm.thumbnail.jpg:outdoors:Staged";"Bikini";"Bikini";96392-media:outdoors:Staged;
;96392;Shoes;"Brazzaville";"Brazzaville";pieces;outdoors:Online;"<p>The Brazzaville bikini really captures that &quot;fun-in-the-sun&quot; feeling. Its made of high quality fabric and comes in tons of colors!<br></p>";"<p>The Brazzaville bikini really captures that &quot;fun-in-the-sun&quot; feeling. Its made of high quality fabric and comes in tons of colors!<br></p>";approved;swimming:outdoors:Online;Tax_Full;"1 pieces = 52.0 USD N";"Brazzaville Warm.jpg:outdoors:Online";"Brazzaville Warm.thumbnail.jpg:outdoors:Online";"Bikini";"Bikini";96392-media:outdoors:Online;



;934871;;"Irian Jaya";"Irian Jaya";pieces;outdoors:Staged;"null";"null";approved;sunglasses:outdoors:Staged;Tax_Full;"1 pieces = 37.0 USD N";"Irian Jaya.jpg:outdoors:Staged";"Irian Jaya.thumbnail.jpg:outdoors:Staged";"Sunglasses";"Sunglasses";934871-media:outdoors:Staged;
;934871;;"Irian Jaya";"Irian Jaya";pieces;outdoors:Online;"null";"null";approved;sunglasses:outdoors:Online;Tax_Full;"1 pieces = 37.0 USD N";"Irian Jaya.jpg:outdoors:Online";"Irian Jaya.thumbnail.jpg:outdoors:Online";"Sunglasses";"Sunglasses";934871-media:outdoors:Online;



;34985;;"Raja Ampat";"Raja Ampat";pieces;outdoors:Staged;"null";"null";approved;sunglasses:outdoors:Staged;Tax_Full;"1 pieces = 36.0 USD N";"Raja Ampat.jpg:outdoors:Staged";"Raja Ampat.thumbnail.jpg:outdoors:Staged";"Women's Sunglasses";"Women's Sunglasses";34985-media:outdoors:Staged;
;34985;;"Raja Ampat";"Raja Ampat";pieces;outdoors:Online;"null";"null";approved;sunglasses:outdoors:Online;Tax_Full;"1 pieces = 36.0 USD N";"Raja Ampat.jpg:outdoors:Online";"Raja Ampat.thumbnail.jpg:outdoors:Online";"Women's Sunglasses";"Women's Sunglasses";34985-media:outdoors:Online;



;386423;;"Sumatra";"Sumatra";pieces;outdoors:Staged;"null";"null";approved;sunglasses:outdoors:Staged;Tax_Full;"1 pieces = 39.99 USD N";"Sumatra.jpg:outdoors:Staged";"Sumatra.thumbnail.jpg:outdoors:Staged";"Sunglasses";"Sunglasses";386423-media:outdoors:Staged;
;386423;;"Sumatra";"Sumatra";pieces;outdoors:Online;"null";"null";approved;sunglasses:outdoors:Online;Tax_Full;"1 pieces = 39.99 USD N";"Sumatra.jpg:outdoors:Online";"Sumatra.thumbnail.jpg:outdoors:Online";"Sunglasses";"Sunglasses";386423-media:outdoors:Online;



;92763;Shoes;"Timor";"Timor";pieces;outdoors:Staged;"null";"null";approved;sunglasses:outdoors:Staged;Tax_Full;"1 pieces = 24.0 USD N";"Timor.jpg:outdoors:Staged";"Timor.thumbnail.jpg:outdoors:Staged";"Men's Sunglasses";"Men's Sunglasses";92763-media:outdoors:Staged;
;92763;Shoes;"Timor";"Timor";pieces;outdoors:Online;"null";"null";approved;sunglasses:outdoors:Online;Tax_Full;"1 pieces = 24.0 USD N";"Timor.jpg:outdoors:Online";"Timor.thumbnail.jpg:outdoors:Online";"Men's Sunglasses";"Men's Sunglasses";92763-media:outdoors:Online;



;86753;;"Montevideo";"Montevideo";pieces;outdoors:Staged;"null";"null";approved;hats:outdoors:Staged;Tax_Full;"1 pieces = 21.0 USD N";"Montevideo.jpg:outdoors:Staged";"Montevideo.thumbnail.jpg:outdoors:Staged";"Sun Hat";"Sun Hat";86753-media:outdoors:Staged;
;86753;;"Montevideo";"Montevideo";pieces;outdoors:Online;"null";"null";approved;hats:outdoors:Online;Tax_Full;"1 pieces = 21.0 USD N";"Montevideo.jpg:outdoors:Online";"Montevideo.thumbnail.jpg:outdoors:Online";"Sun Hat";"Sun Hat";86753-media:outdoors:Online;



;398438;;"Baffin Snow";"Baffin Snow";pieces;outdoors:Staged;"null";"null";approved;hats:outdoors:Staged;Tax_Full;"1 pieces = 38.0 USD N";"Baffin.jpg:outdoors:Staged";"Baffin.thumbnail.jpg:outdoors:Staged";"Winter Hat";"Winter Hat";398438-media:outdoors:Staged;
;398438;;"Baffin Snow";"Baffin Snow";pieces;outdoors:Online;"null";"null";approved;hats:outdoors:Online;Tax_Full;"1 pieces = 38.0 USD N";"Baffin.jpg:outdoors:Online";"Baffin.thumbnail.jpg:outdoors:Online";"Winter Hat";"Winter Hat";398438-media:outdoors:Online;



;94357;Shoes;"Montreal Snow";"Montreal Snow";pieces;outdoors:Staged;"null";"null";approved;hats:outdoors:Staged;Tax_Full;"1 pieces = 29.9 USD N";"Montreal Red.jpg:outdoors:Staged";"Montreal Red.thumbnail.jpg:outdoors:Staged";"Winter Hat";"Winter Hat";94357-media:outdoors:Staged;
;94357;Shoes;"Montreal Snow";"Montreal Snow";pieces;outdoors:Online;"null";"null";approved;hats:outdoors:Online;Tax_Full;"1 pieces = 29.9 USD N";"Montreal Red.jpg:outdoors:Online";"Montreal Red.thumbnail.jpg:outdoors:Online";"Winter Hat";"Winter Hat";94357-media:outdoors:Online;



;49376;;"Halifax Winter";"Halifax Winter";pieces;outdoors:Staged;"null";"null";approved;scarves:outdoors:Staged;Tax_Full;"1 pieces = 22.0 USD N";"Halifax.jpg:outdoors:Staged";"Halifax.thumbnail.jpg:outdoors:Staged";"Scarf";"Scarf";49376-media:outdoors:Staged;
;49376;;"Halifax Winter";"Halifax Winter";pieces;outdoors:Online;"null";"null";approved;scarves:outdoors:Online;Tax_Full;"1 pieces = 22.0 USD N";"Halifax.jpg:outdoors:Online";"Halifax.thumbnail.jpg:outdoors:Online";"Scarf";"Scarf";49376-media:outdoors:Online;



;3948576;;"Sherbrooke Winter";"Sherbrooke Winter";pieces;outdoors:Staged;"null";"null";approved;scarves:outdoors:Staged;Tax_Full;"1 pieces = 18.0 USD N";"Sherbrooke.jpg:outdoors:Staged";"Sherbrooke.thumbnail.jpg:outdoors:Staged";"Scarf";"Scarf";3948576-media:outdoors:Staged;
;3948576;;"Sherbrooke Winter";"Sherbrooke Winter";pieces;outdoors:Online;"null";"null";approved;scarves:outdoors:Online;Tax_Full;"1 pieces = 18.0 USD N";"Sherbrooke.jpg:outdoors:Online";"Sherbrooke.thumbnail.jpg:outdoors:Online";"Scarf";"Scarf";3948576-media:outdoors:Online;



;07061979;;"Sparrow";"Sparrow";pieces;outdoors:Staged;"<p>Have you ever looked at a trail and thought 'I don't think I can make it?'. Well, don't do it anymore: you just need the right means.</p><p><b>SPARROW</b> is designed not to leave out anyone: if you are willing to <b>live a great experience</b> on the saddle, you can do it.</p>";"<p>Have you ever looked at a trail and thought 'I don't think I can make it?'. Well, don't do it anymore: you just need the right means.</p><p><b>SPARROW</b> is designed not to leave out anyone: if you are willing to <b>live a great experience</b> on the saddle, you can do it.</p>";approved;biking:outdoors:Staged;Tax_Full;"1 pieces = 1979 USD N";"Sparrow.png:outdoors:Staged";"Sparrow.thumbnail.png:outdoors:Staged";"Go safe everywhere, go easily on every climb";"Go safe everywhere, go easily on every climb";07061979-media:outdoors:Staged;
;07061979;;"Sparrow";"Sparrow";pieces;outdoors:Online;"<p>Have you ever looked at a trail and thought 'I don't think I can make it?'. Well, don't do it anymore: you just need the right means.</p><p><b>SPARROW</b> is designed not to leave out anyone: if you are willing to <b>live a great experience</b> on the saddle, you can do it.</p>";"<p>Have you ever looked at a trail and thought 'I don't think I can make it?'. Well, don't do it anymore: you just need the right means.</p><p><b>SPARROW</b> is designed not to leave out anyone: if you are willing to <b>live a great experience</b> on the saddle, you can do it.</p>";approved;biking:outdoors:Online;Tax_Full;"1 pieces = 1979 USD N";"Sparrow.png:outdoors:Online";"Sparrow.thumbnail.png:outdoors:Online";"Go safe everywhere, go easily on every climb";"Go safe everywhere, go easily on every climb";07061979-media:outdoors:Online;



#
# Creating some variants of products
#
INSERT_UPDATE Shoes;code[unique=true];name[lang=en];name[lang=de];color[lang=de];color[lang=en];size; $baseProduct; $catalogVersion; approvalStatus(code); Europe1PriceFactory_PTG(code); $prices;unit(code);$picture;$thumbnail;summary[lang=en];summary[lang=de];$gallery;



;320984-S;"Ashanti Nomad";"Ashanti Nomad";"blau";"blue";S;320984:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 29.5 USD N";pieces;"Ashanti.jpg:outdoors:Staged";"Ashanti.thumbnail.jpg:outdoors:Staged";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";320984-media:outdoors:Staged;
;320984-S;"Ashanti Nomad";"Ashanti Nomad";"blau";"blue";S;320984:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 29.5 USD N";pieces;"Ashanti.jpg:outdoors:Online";"Ashanti.thumbnail.jpg:outdoors:Online";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";320984-media:outdoors:Online;



;320984-M;"Ashanti Nomad";"Ashanti Nomad";"blau";"blue";M;320984:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 29.5 USD N";pieces;"Ashanti.jpg:outdoors:Staged";"Ashanti.thumbnail.jpg:outdoors:Staged";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";320984-media:outdoors:Staged;
;320984-M;"Ashanti Nomad";"Ashanti Nomad";"blau";"blue";M;320984:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 29.5 USD N";pieces;"Ashanti.jpg:outdoors:Online";"Ashanti.thumbnail.jpg:outdoors:Online";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";320984-media:outdoors:Online;



;320984-L;"Ashanti Nomad";"Ashanti Nomad";"blau";"blue";L;320984:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 29.5 USD N";pieces;"Ashanti.jpg:outdoors:Staged";"Ashanti.thumbnail.jpg:outdoors:Staged";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";320984-media:outdoors:Staged;
;320984-L;"Ashanti Nomad";"Ashanti Nomad";"blau";"blue";L;320984:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 29.5 USD N";pieces;"Ashanti.jpg:outdoors:Online";"Ashanti.thumbnail.jpg:outdoors:Online";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";320984-media:outdoors:Online;



;320984-XL;"Ashanti Nomad";"Ashanti Nomad";"blau";"blue";XL;320984:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 29.5 USD N";pieces;"Ashanti.jpg:outdoors:Staged";"Ashanti.thumbnail.jpg:outdoors:Staged";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";320984-media:outdoors:Staged;
;320984-XL;"Ashanti Nomad";"Ashanti Nomad";"blau";"blue";XL;320984:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 29.5 USD N";pieces;"Ashanti.jpg:outdoors:Online";"Ashanti.thumbnail.jpg:outdoors:Online";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";320984-media:outdoors:Online;



;320984-XXL;"Ashanti Nomad";"Ashanti Nomad";"blau";"blue";XXL;320984:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 29.5 USD N";pieces;"Ashanti.jpg:outdoors:Staged";"Ashanti.thumbnail.jpg:outdoors:Staged";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";320984-media:outdoors:Staged;
;320984-XXL;"Ashanti Nomad";"Ashanti Nomad";"blau";"blue";XXL;320984:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 29.5 USD N";pieces;"Ashanti.jpg:outdoors:Online";"Ashanti.thumbnail.jpg:outdoors:Online";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";320984-media:outdoors:Online;



;023984-S;"Bambara Cargo";"Bambara Cargo";"blau";"blue";S;023984:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 12.5 USD N";pieces;"Bambara.jpg:outdoors:Staged";"Bambara.thumbnail.jpg:outdoors:Staged";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";023984-media:outdoors:Staged;
;023984-S;"Bambara Cargo";"Bambara Cargo";"blau";"blue";S;023984:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 12.5 USD N";pieces;"Bambara.jpg:outdoors:Online";"Bambara.thumbnail.jpg:outdoors:Online";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";023984-media:outdoors:Online;



;023984-M;"Bambara Cargo";"Bambara Cargo";"blau";"blue";M;023984:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 12.5 USD N";pieces;"Bambara.jpg:outdoors:Staged";"Bambara.thumbnail.jpg:outdoors:Staged";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";023984-media:outdoors:Staged;
;023984-M;"Bambara Cargo";"Bambara Cargo";"blau";"blue";M;023984:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 12.5 USD N";pieces;"Bambara.jpg:outdoors:Online";"Bambara.thumbnail.jpg:outdoors:Online";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";023984-media:outdoors:Online;



;023984-L;"Bambara Cargo";"Bambara Cargo";"blau";"blue";L;023984:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 12.5 USD N";pieces;"Bambara.jpg:outdoors:Staged";"Bambara.thumbnail.jpg:outdoors:Staged";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";023984-media:outdoors:Staged;
;023984-L;"Bambara Cargo";"Bambara Cargo";"blau";"blue";L;023984:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 12.5 USD N";pieces;"Bambara.jpg:outdoors:Online";"Bambara.thumbnail.jpg:outdoors:Online";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";023984-media:outdoors:Online;



;023984-XL;"Bambara Cargo";"Bambara Cargo";"blau";"blue";XL;023984:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 12.5 USD N";pieces;"Bambara.jpg:outdoors:Staged";"Bambara.thumbnail.jpg:outdoors:Staged";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";023984-media:outdoors:Staged;
;023984-XL;"Bambara Cargo";"Bambara Cargo";"blau";"blue";XL;023984:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 12.5 USD N";pieces;"Bambara.jpg:outdoors:Online";"Bambara.thumbnail.jpg:outdoors:Online";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";023984-media:outdoors:Online;



;023984-XXL;"Bambara Cargo";"Bambara Cargo";"blau";"blue";XXL;023984:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 12.5 USD N";pieces;"Bambara.jpg:outdoors:Staged";"Bambara.thumbnail.jpg:outdoors:Staged";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";023984-media:outdoors:Staged;
;023984-XXL;"Bambara Cargo";"Bambara Cargo";"blau";"blue";XXL;023984:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 12.5 USD N";pieces;"Bambara.jpg:outdoors:Online";"Bambara.thumbnail.jpg:outdoors:Online";"Men's Cotton T-Shirt";"Men's Cotton T-Shirt";023984-media:outdoors:Online;



;48576.1-S;"Jola Summer Blue";"Jola Summer Blue";"Blue";"Blue";S;48576:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 47.0 USD N";pieces;"Jola Blue.jpg:outdoors:Staged";"Jola Blue.thumbnail.jpg:outdoors:Staged";"Men's Shorts";"Men's Shorts";48576.1-media:outdoors:Staged;
;48576.1-S;"Jola Summer Blue";"Jola Summer Blue";"Blue";"Blue";S;48576:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 47.0 USD N";pieces;"Jola Blue.jpg:outdoors:Online";"Jola Blue.thumbnail.jpg:outdoors:Online";"Men's Shorts";"Men's Shorts";48576.1-media:outdoors:Online;



;48576.1-M;"Jola Summer Blue";"Jola Summer Blue";"Blue";"Blue";M;48576:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 47.0 USD N";pieces;"Jola Blue.jpg:outdoors:Staged";"Jola Blue.thumbnail.jpg:outdoors:Staged";"Men's Shorts";"Men's Shorts";48576.1-media:outdoors:Staged;
;48576.1-M;"Jola Summer Blue";"Jola Summer Blue";"Blue";"Blue";M;48576:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 47.0 USD N";pieces;"Jola Blue.jpg:outdoors:Online";"Jola Blue.thumbnail.jpg:outdoors:Online";"Men's Shorts";"Men's Shorts";48576.1-media:outdoors:Online;



;48576.1-L;"Jola Summer Blue";"Jola Summer Blue";"Blue";"Blue";L;48576:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 47.0 USD N";pieces;"Jola Blue.jpg:outdoors:Staged";"Jola Blue.thumbnail.jpg:outdoors:Staged";"Men's Shorts";"Men's Shorts";48576.1-media:outdoors:Staged;
